# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.500       1.6336282       22.064195       4.8732423
1.500       1.6964600       21.390067       5.2907019
1.500       1.7592919       20.415633       5.6317947
1.500       1.8221237       19.907297       6.1012126
1.500       1.8849556       19.034347       6.4582020
1.500       1.9477874       18.482141       6.9190621
1.500       2.0106193       17.837839       7.3451731
1.500       2.0734512       16.561369       7.4790756
1.500       2.1362830       16.101685       7.9527613
1.500       2.1991149       15.589009       8.3990951
1.500       2.2619467       14.858643       8.7115715
1.500       2.3247786       14.469134       9.2099561
1.500       2.3876104       13.989344       9.6462386
1.500       2.4504423       13.798490       10.285733
1.500       2.5132741       13.079110       10.518844
1.500       2.5761060       12.893675       11.167042
1.500       2.6389378       12.383535       11.529285
1.500       2.7017697       12.142295       12.131542
1.500       2.7646015       11.881110       12.718178
1.500       2.8274334       11.418818       13.075808
1.500       2.8902652       11.331895       13.860724
1.500       2.9530971       11.122234       14.510938
1.500       3.0159289       10.565572       14.683399
1.500       3.0787608       10.383240       15.350799
1.500       3.1415927       9.9231832       15.587300
1.500       3.2044245       9.6902745       16.153122
1.500       3.2672564       9.3290295       16.483763
1.500       3.3300882       9.1682150       17.152296
1.500       3.3929201       8.8690705       17.549682
1.500       3.4557519       8.6454226       18.075244
1.500       3.5185838       8.4934200       18.743753
1.500       3.5814156       8.4347900       19.629476
1.500       3.6442475       8.1357699       19.947685
1.500       3.7070793       7.7680247       20.048251
1.500       3.7699112       7.6777067       20.839876
1.500       3.8327430       7.5285410       21.473863
1.500       3.8955749       7.2749654       21.787925
1.500       3.9584067       7.0775186       22.238860
1.500       4.0212386       6.9608489       22.930419
1.500       4.1469023       6.5711812       23.740241
1.500       4.2725660       6.3227852       24.983026
1.500       4.3982297       6.1060466       26.318680
1.500       4.5238934       5.8594964       27.483222
1.500       4.6495571       5.5278003       28.148637
1.500       4.7752208       5.2652271       29.044757
1.500       4.9008845       5.0861517       30.330738
1.500       5.0265482       4.9137566       31.615020
1.500       5.1522120       4.6931173       32.517177
1.500       5.2778757       4.4820014       33.382566
1.500       5.4035394       4.2673997       34.108965
1.500       5.5292031       4.2450031       36.352634
1.500       5.6548668       3.9890176       36.542929
1.500       5.7805305       3.8986746       38.149630
1.500       5.9061942       3.7401336       39.037369
1.500       6.0318579       3.6097568       40.132989
1.500       6.1575216       3.4775339       41.130071
1.500       6.2831853       3.3281829       41.823180
1.500       6.4088490       3.2217809       42.964166
1.500       6.5345127       3.1149814       44.031688
1.500       6.6601764       3.0044340       44.966608
1.500       6.7858401       2.8821731       45.624823
1.500       6.9115038       2.7890601       46.649371
1.500       7.0371675       2.6769988       47.262001
1.500       7.1628313       2.6521010       49.375838
1.500       7.2884950       2.5696250       50.402675
1.500       7.4141587       2.4864941       51.338516
1.500       7.5398224       2.3769298       51.614290
1.500       7.6654861       2.3111132       52.736411
1.500       7.7911498       2.2304624       53.440415
1.500       7.9168135       2.1807779       54.819230
1.500       8.0424772       2.0894425       55.064310
1.500       8.2938046       1.9765462       57.126632
1.500       8.5451320       1.8717933       59.167672
1.500       8.7964594       1.7556418       60.538252
1.500       9.0477868       1.6706777       62.688807
1.500       9.2991143       1.5642618       63.724209
1.500       9.5504417       1.4891738       65.718254
1.500       9.8017691       1.3999600       66.788130
1.500       10.053096       1.3457670       69.269122
1.500       10.304424       1.2841095       71.177619
1.500       10.555751       1.2206818       72.734451
1.500       10.807079       1.1546831       73.834275
1.500       11.058406       1.1116041       76.154927
1.500       11.309734       1.0638341       77.965289
1.500       11.561061       1.0209659       79.923511
1.500       11.812388      0.95813659       80.003841
1.500       12.063716      0.93408684       83.080825
1.500       12.315043      0.89366092       84.557249
1.500       12.566371      0.84933519       85.384486
1.500       12.817698      0.80150472       85.507941
1.500       13.069025      0.78789705       89.098284
1.500       13.320353      0.76002634       91.000985
1.500       13.571680      0.72563209       91.894094
1.500       13.823008      0.69682055       93.239269
1.500       14.074335      0.67211277       94.928380
1.500       14.325663      0.63836003       95.078011
1.500       14.576990      0.62636501       98.288183
1.500       14.828317      0.59905934       98.949981
1.500       15.079645      0.58340859       101.34829
1.500       15.330972      0.55934908       102.10859
1.500       15.582300      0.53991959       103.48895
1.500       15.833627      0.51977508       104.52663
1.500       16.084954      0.50634852       106.75281
1.500       16.587609      0.46727940       108.04341
1.500       17.090264      0.43340050       109.59885
1.500       17.592919      0.42584497       117.47230
1.500       18.095574      0.39209711       117.70122
1.500       18.598229      0.36461615       118.82858
1.500       19.100883      0.34160571       120.60234
1.500       19.603538      0.32698352       124.79567
1.500       20.106193      0.31140557       128.22898
1.500       20.608848      0.29003399       128.61164
1.500       21.111503      0.27837201       132.69460
1.500       21.614157      0.26366929       134.87913
1.500       22.116812      0.25023287       137.14570
1.500       22.619467      0.23643008       138.61815
1.500       23.122122      0.22735948       142.38571
1.500       23.624777      0.21102512       140.96379
1.500       24.127432      0.20210824       143.80950
1.500       24.630086      0.19642644       148.68529
1.500       25.132741      0.18829008       151.43187
1.500       25.635396      0.17472991       149.12746
1.500       26.138051      0.17041084       154.16545
1.500       26.640706      0.16223639       155.40168
1.500       27.143361      0.15550445       157.54475
1.500       27.646015      0.14905897       159.56073
1.500       28.148670      0.14288347       161.44548
1.500       28.651325      0.13455932       160.33125
1.500       29.153980      0.13004571       163.25249
1.500       29.656635      0.12533997       165.62484
1.500       30.159289      0.12205421       169.62363
1.500       30.661944      0.11725186       171.23364
1.500       31.164599      0.11003149       168.72206
1.500       31.667254      0.10617454       170.81337
1.500       32.169909      0.10392164       175.27732
1.500       33.175218     0.095050986       175.81999
1.500       34.180528     0.090886179       183.86726
1.500       35.185838     0.082436997       181.92656
1.500       36.191147     0.077146605       185.26532
1.500       37.196457     0.071871866       187.38460
1.500       38.201767     0.067991678       192.03322
1.500       39.207076     0.063889801       195.07210
1.500       40.212386     0.059066541       194.57692
1.500       41.217696     0.055051921       195.29623
1.500       42.223005     0.053107280       202.52178
1.500       43.228315     0.048784366       199.64381
1.500       44.233625     0.045829916       200.94486
1.500       45.238934     0.043918330       205.99333
1.500       46.244244     0.040716408       203.99183
1.500       47.249554     0.039177529       209.36324
1.500       48.254863     0.036947286       210.31782
1.500       49.260173     0.034710546       210.19360
1.500       50.265482     0.033454315       215.24445
1.500       51.270792     0.031429473       214.59394
1.500       52.276102     0.029270166       211.83857
1.500       53.281411     0.028348893       217.23687
1.500       54.286721     0.026759758       216.88687
1.500       55.292031     0.025863731       221.48742
1.500       56.297340     0.024400213       220.56039
1.500       57.302650     0.022825464       217.57751
1.500       58.307960     0.021869212       219.62761
1.500       59.313269     0.021091001       222.95799
1.500       60.318579     0.019845622       220.64204
1.500       61.323889     0.019062001       222.70389
