# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.250       8.0424772       7.5441886       198.81645
0.250       8.2938046       7.0894299       204.90048
0.250       8.5451320       6.6276027       209.49953
0.250       8.7964594       6.2362592       215.03945
0.250       9.0477868       5.9165391       222.00619
0.250       9.2991143       5.5599239       226.49773
0.250       9.5504417       5.2476534       231.58252
0.250       9.8017691       5.0101167       239.01849
0.250       10.053096       4.7545951       244.72782
0.250       10.304424       4.4850850       248.60627
0.250       10.555751       4.1711251       248.53693
0.250       10.807079       4.0710845       260.31867
0.250       11.058406       3.8591129       264.38411
0.250       11.309734       3.7242508       272.93944
0.250       11.561061       3.4979658       273.82866
0.250       11.812388       3.3715832       281.52521
0.250       12.063716       3.2132481       285.79710
0.250       12.315043       3.0992468       293.24745
0.250       12.566371       2.9516966       296.73691
0.250       12.817698       2.8378735       302.75645
0.250       13.069025       2.7078764       306.21659
0.250       13.320353       2.5902376       310.13948
0.250       13.571680       2.5117413       318.08707
0.250       13.823008       2.4159880       323.27542
0.250       14.074335       2.3137577       326.79229
0.250       14.325663       2.2342953       332.77829
0.250       14.576990       2.1386867       335.59925
0.250       14.828317       2.0406858       337.07148
0.250       15.079645       1.9942132       346.42974
0.250       15.330972       1.9240691       351.23680
0.250       15.582300       1.8686335       358.16986
0.250       15.833627       1.7882054       359.60762
0.250       16.084954       1.7232526       363.31113
0.250       16.587609       1.6412521       379.48703
0.250       17.090264       1.5263046       385.97376
0.250       17.592919       1.4149191       390.31531
0.250       18.095574       1.3154989       394.89154
0.250       18.598229       1.2478512       406.67530
0.250       19.100883       1.2062862       425.87386
0.250       19.603538       1.1173785       426.45573
0.250       20.106193       1.0771259       443.53333
0.250       20.608848      0.99457601       441.03126
0.250       21.111503      0.95593059       455.67380
0.250       21.614157      0.91388336       467.49391
0.250       22.116812      0.86949333       476.54521
0.250       22.619467      0.83624301       490.28642
0.250       23.122122      0.81001442       507.27805
0.250       23.624777      0.75621809       505.15012
0.250       24.127432      0.71779012       510.74134
0.250       24.630086      0.69506294       526.12895
0.250       25.132741      0.66014866       530.92305
0.250       25.635396      0.64223382       548.12994
0.250       26.138051      0.60521615       547.52047
0.250       26.640706      0.58531684       560.65855
0.250       27.143361      0.56358950       570.98408
0.250       27.646015      0.54222775       580.42971
0.250       28.148670      0.51769667       584.95072
0.250       28.651325      0.50156901       597.63371
0.250       29.153980      0.47637989       598.02209
0.250       29.656635      0.46517145       614.67975
0.250       30.159289      0.44565315       619.34203
0.250       30.661944      0.42969524       627.52332
0.250       31.164599      0.41954119       643.32362
0.250       31.667254      0.40086790       644.91542
0.250       32.169909      0.39311161       663.03373
0.250       33.175218      0.36903135       682.61354
0.250       34.180528      0.34081481       689.48532
0.250       35.185838      0.32045866       707.20603
0.250       36.191147      0.30046267       721.55233
0.250       37.196457      0.28471458       742.30893
0.250       38.201767      0.26478681       747.85421
0.250       39.207076      0.25677255       783.99308
0.250       40.212386      0.24118545       794.51277
0.250       41.217696      0.22792897       808.57612
0.250       42.223005      0.21847855       833.15631
0.250       43.228315      0.20983983       858.74278
0.250       44.233625      0.19751646       866.02640
0.250       45.238934      0.19049922       893.51235
0.250       46.244244      0.18180815       910.87054
0.250       47.249554      0.17328275       926.01648
0.250       48.254863      0.16565087       942.94690
0.250       49.260173      0.15823038       958.18179
0.250       50.265482      0.15285000       983.43412
0.250       51.270792      0.14355853       980.18789
0.250       52.276102      0.14148078       1023.9465
0.250       53.281411      0.13509150       1035.2028
0.250       54.286721      0.12894276       1045.0765
0.250       55.292031      0.12450553       1066.2193
0.250       56.297340      0.11929690       1078.3582
0.250       57.302650      0.11542740       1100.2801
0.250       58.307960      0.11165616       1121.3379
0.250       59.313269      0.10751537       1136.5706
0.250       60.318579      0.10239210       1138.3872
0.250       61.323889      0.10013302       1169.8674
0.250       62.329198     0.096304930       1181.3903
0.250       63.334508     0.094633424       1217.9684
0.250       64.339818     0.091522267       1234.9134
0.250       66.350437     0.085419520       1264.0340
0.250       68.361056     0.080530707       1303.3410
0.250       70.371675     0.075430288       1331.7101
0.250       72.382295     0.070611663       1356.5748
0.250       74.392914     0.067750774       1413.1206
0.250       76.403533     0.063545237       1435.7988
0.250       78.414153     0.061532995       1503.0093
0.250       80.424772     0.057958916       1527.4255
0.250       82.435391     0.056097230       1592.0356
0.250       84.446011     0.052268828       1594.5951
0.250       86.456630     0.050574943       1655.7721
0.250       88.467249     0.048849776       1713.4854
0.250       90.477868     0.045517822       1707.9644
0.250       92.488488     0.043315059       1736.0899
0.250       94.499107     0.041689370       1782.2914
0.250       96.509726     0.040043418       1823.5373
0.250       98.520346     0.038337628       1857.2624
0.250       100.53096     0.037128524       1911.0740
0.250       102.54158     0.035570978       1942.9702
0.250       104.55220     0.034602088       2003.4206
0.250       106.56282     0.033283549       2040.4081
0.250       108.57344     0.031981292       2073.6578
0.250       110.58406     0.030997056       2123.5785
0.250       112.59468     0.030251687       2187.6281
0.250       114.60530     0.029096519       2218.8370
0.250       116.61592     0.027584117       2216.1690
0.250       118.62654     0.026899987       2274.9293
0.250       120.63716     0.026188308       2329.2762
0.250       122.64778     0.025583738       2391.1856
0.250       124.65840     0.024456659       2400.1147
0.250       126.66902     0.024024652       2473.6517
0.250       128.67964     0.022917258       2473.7875
0.250       132.70087     0.021784916       2578.9772
0.250       136.72211     0.020442630       2646.8133
0.250       140.74335     0.019849876       2803.5720
0.250       144.76459     0.017835696       2741.2419
0.250       148.78583     0.017357867       2896.3518
0.250       152.80707     0.016617262       3003.7242
0.250       156.82831     0.016128638       3151.6741
0.250       160.84954     0.014837561       3128.1838
0.250       164.87078     0.014647222       3325.4976
0.250       168.89202     0.013581335       3314.6686
0.250       172.91326     0.013116838       3435.4554
0.250       176.93450     0.012442172       3491.4354
0.250       180.95574     0.012156763       3649.2640
0.250       184.97698     0.011721415       3758.4026
0.250       188.99821     0.011225130       3839.1470
0.250       193.01945     0.010498177       3824.6122
0.250       197.04069     0.010184977       3947.2812
0.250       201.06193    0.0096370754       3968.3051
0.250       205.08317    0.0093391116       4080.9933
0.250       209.10441    0.0091407806       4233.9244
0.250       213.12565    0.0087803000       4306.1261
0.250       217.14688    0.0083765099       4345.0440
0.250       221.16812    0.0080240090       4397.7371
0.250       225.18936    0.0079732753       4612.6513
0.250       229.21060    0.0075752879       4621.3993
0.250       233.23184    0.0073117887       4699.5622
0.250       237.25308    0.0070387885       4762.1573
0.250       241.27432    0.0068731561       4890.5730
0.250       245.29555    0.0064839261       4848.1645
0.250       249.31679    0.0064022441       5026.4004
0.250       253.33803    0.0060108313       4951.1487
0.250       257.35927    0.0061074796       5274.1410
0.250       265.40175    0.0059153244       5602.2200
0.250       273.44422    0.0052686943       5457.3213
